Higher taxonomic group,Order,Family,Genus,species,data or source,chromosome number (female),chromosome number (male),c-value,"predicted ploidy (1n, 2n, 3n, 4n)","sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","genotypic  (male or female heterogametic, GSD, polygenic)","maternal/haplo-diploid (maternal, haplo-diploid)","environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","polyfactorial (yes, no)","molecular basis (dosage, Y dominant, W dominant)",entry initials,"notes, comments",source: chromosome number (female),source: chromosome number (male),source: c-value,"source: predicted ploidy (1n, 2n, 3n, 4n)","source: sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","source: karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","source: genotypic  (male or female heterogametic, GSD, polygenic)","source: maternal/haplo-diploid (maternal, haplo-diploid)","source: environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","source: polyfactorial (yes, no)","source: molecular basis (dosage, Y dominant, W dominant)"
Reptilia,Squamata,Colubridae,Natrix,natrix,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Kobel|H.R.|1967|Kobel (1967) ex Olmo (2005) 1967 ex Olmo 2005  ,Kobel|H.R.|1967|Kobel (1967) ex Olmo (2005) 1967 ex Olmo 2005  ,,,,
Reptilia,Squamata,Colubridae,Natrix,tesellata,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,de Smet|W.H.O.M|1978| de Smet (1978) ex Olmo (2005),de Smet|W.H.O.M|1978| de Smet (1978) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Natrix,tesellata tessellata,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Kobel|H.R.|1967|Kobel (1967) ex Olmo (2005) 1967 ex Olmo 2005  ,Kobel|H.R.|1967|Kobel (1967) ex Olmo (2005) 1967 ex Olmo 2005  ,,,,
Reptilia,Squamata,Colubridae,Oxyrophus,petola,Data,46,46,,,,ZW,female heterogametic,,,,,NV,Oxyrophus (petolarius) petola ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Philodryas,aestivus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Philodryas,chamissonis,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Moreno|R.|1987|Moreno et al. (1987) ex Olmo (2005),Moreno|R.|1987|Moreno et al. (1987) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Philodryas,olfersii,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1965| Becak (1965) ex Olmo (2005)  ,Becak|M.L.|1965| Becak (1965) ex Olmo (2005)  ,,,,
Reptilia,Squamata,Colubridae,Philodryas,patagoniensis,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Pseudoboa,nigra,Data,50,50,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|W.|1975| Becak et al. (1975) ex Olmo (2005),Becak|W.|1975| Becak et al. (1975) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Ptyas,mucosus,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Rachidelus,brazilii,Data,50,50,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|W.|1975| Becak et al. (1975) ex Olmo (2005),Becak|W.|1975| Becak et al. (1975) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Rhabdophis,tigrinus tigrinus,Data,40,40,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Itoh|M.|1970|Itoh et a. (1970) ex Olmo (2005),Itoh|M.|1970|Itoh et a. (1970) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Sinonatrix,annularis,Data,42,42,,,,ZW,female heterogametic,,,,,NV,Sinonatrix (Natrix) annularis ,Rossman|D.A.|1977|Rossman & Eberle (1977),Rossman|D.A.|1977|Rossman & Eberle (1977),,,,Rossman|D.A.|1977|Rossman & Eberle (1977),Rossman|D.A.|1977|Rossman & Eberle (1977),,,,
Reptilia,Squamata,Colubridae,Sinonatrix,percarinata,Data,42,42,,,,ZW,female heterogametic,,,,,NV,Sinonatrix (Natrix) annularis ,Rossman|D.A.|1977|Rossman & Eberle (1977),Rossman|D.A.|1977|Rossman & Eberle (1977),,,,Rossman|D.A.|1977|Rossman & Eberle (1977),Rossman|D.A.|1977|Rossman & Eberle (1977),,,,
Reptilia,Squamata,Colubridae,Spilotes,"pullatus:anomalepis,maculatus",Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Becak|M.L.|1965| Becak & Becak (1965) ex Olmo (2005),Becak|M.L.|1965| Becak & Becak (1965) ex Olmo (2005),,,,Becak|M.L.|1965| Becak & Becak (1965) ex Olmo (2005),Becak|M.L.|1965| Becak & Becak (1965) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Storeria,dekayi,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Baker|R.J.|1972|Baker et al. (1972) ex Olmo (2005),Baker|R.J.|1972|Baker et al. (1972) ex Olmo (2005),,,,Baker|R.J.|1972|Baker et al. (1972) ex Olmo (2005),Baker|R.J.|1972|Baker et al. (1972) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Thamnodynastes,hypoconia,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Thamnodynastes,strigatus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1980|Mengden & Stock (1980),Mengden|G.A.|1980|Mengden & Stock (1980),,,,
Reptilia,Squamata,Colubridae,Tomodon,dorsatus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|W.|1966| Becak et al. (1966) ex Olmo (2005),Becak|W.|1966| Becak et al. (1966) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Tropidodryas,serra,Data,28,28,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Tropidonophis,mairii,Data,42,42,,,,ZW,female heterogametic,,,,,NV,Tropidonophis (Amphiesma) mairii ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1981|Mengden (1981) ex Olmo (2005),Mengden|G.A.|1981|Mengden (1981) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Waglerophis,merremii,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Waglerophis (Xenodon) merremii ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1965| Becak (1965) ex Olmo (2005)  ,Becak|M.L.|1965| Becak (1965) ex Olmo (2005)  ,,,,
Reptilia,Squamata,Colubridae,Xenochrophis,piscator,Data,40,40,,,,ZW,female heterogametic,,,,,NV,Xenochrophis (Natrix) piscator ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1968|Singh et al. (1968) ex Olmo (2005),Singh|L.|1968|Singh et al. (1968) ex Olmo (2005),,,,
Reptilia,Squamata,Colubridae,Xenodon,neuwiedii,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons*,Data,,,,,, ,GSD,,,,,NV,Tentative results due to extremely small sample sizes and/or insufficient temperature treatments.,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,,,
Reptilia,Squamata,Dibamidae,Dibamus,novaeguineae,Data,36,36,,,,XY,male heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Cole|C.J.|1997|Cole & Gans (1997) ex Olmo (2005),Cole|C.J.|1997|Cole & Gans (1997) ex Olmo (2005),,,,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,auriculatus,Data,38,38,,,,,,,TSD,,,NV,,King|M.|1987|King (1987),King|M.|1987|King (1987),,,,,,,Harlow|P.S.|2004|Harlow (2004),,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,chahoua,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Harlow|P.S.|2004|Harlow (2004),,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,ciliatus,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Harlow|P.S.|2004|Harlow (2004),,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,leachianus,Data,38,38,,,,,,,TSD,,,NV,,King|M.|1987|King (1987),King|M.|1987|King (1987),,,,,,,Harlow|P.S.|2004|Harlow (2004),,
Reptilia,Squamata,Diplodactylidae,Rhacodactylus,sarasinorum,Data,38,38,,,,,,,TSD,,,NV,,King|M.|1987|King (1987),King|M.|1987|King (1987),,,,,,,Harlow|P.S.|2004|Harlow (2004),,
Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Data,44,44,,,,complex ZW,female heterogametic,,,,,NV,Z1Z2W,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1974|Singh et al. (1974) ex Olmo (2005),Singh|L.|1974|Singh et al. (1974) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Bungarus,sindanus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1980|Singh et al. (1980) ex Olmo (2005),Singh|L.|1980|Singh et al. (1980) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Micrurus,browni,Data,26,26,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,diastema,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,elegans,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,fulvius,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Graham|J.L.|1977| Graham (1977),Graham|J.L.|1977| Graham (1977),,,,
Reptilia,Squamata,Elapidae,Micrurus,hippocrepis,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,lemniscatus carvalhoi,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),Becak|M.L.|1969| Becak & Becak (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Micrurus,nigrocinctus mosquitensis,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1979|Gutierrez & Bolanos (1979) ,Gutierrez|J.M|1979|Gutierrez & Bolanos (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,nigrocinctus nigrocinctus,Data,26,26,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1979|Gutierrez & Bolanos (1979) ,Gutierrez|J.M|1979|Gutierrez & Bolanos (1979) ,,,,
Reptilia,Squamata,Elapidae,Micrurus,surinamensis,Data,,,,,,ZW,female heterogametic,,,,,NV,,,,,,,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,Gutierrez|J.M|1988|Gutierrez et al. (1979) ,,,,
Reptilia,Squamata,Elapidae,Naja,kaouthia,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Naja,melanoleuca,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Naja,naja naja,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),Singh|L.|1970|Singh et al. (1970) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Naja,nigricollis,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,de Smet|W.H.O.M|1978| de Smet (1978) ex Olmo (2005),de Smet|W.H.O.M|1978| de Smet (1978) ex Olmo (2005),,,,
Reptilia,Squamata,Elapidae,Naja,oxiana,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1980|Singh et al. (1980) ex Olmo (2005),Singh|L.|1980|Singh et al. (1980) ex Olmo (2005),,,,
Reptilia,Squamata,Eublepharidae,Coleonyx,brevis,Data,,,,,,Homomorphic,,,,,,NV,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,,,,
Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,Data,,,,,,,GSD,,,,,NV,,,,,,,,Bragg|W.K.|1977|Bragg et al. (2000),,,,
Reptilia,Squamata,Eublepharidae,Coleonyx,mitratus,Data,,,,,,,GSD,,,,,NV,,,,,,,,Kratochvнl|L.|2008|Kratochvнl et al. (2008),,,,
Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Data,32,32,,,,Homomorphic,,,,,,NV,,Porter|C.A.|1994|Porter (1994),Porter|C.A.|1994|Porter (1994),,,,Viets|B.E.|1994|Viets et al. (1994),,,,,
Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Data,38,38,,,,,,,TSD,,,NV,,de Smet|W.H.O.|1981|de Smet (1981),de Smet|W.H.O.|1981|de Smet (1981),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,Christinus (Phyllodactylus) marmoratus ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,King|M.|1976|King & Rofe (1976),King|M.|1976|King & Rofe (1976),,,,
Reptilia,Squamata,Gekkonidae,Gehyra,australis,Data,40,40,,,,ZW,female heterogametic,,,,,NV,,King|M.|1982|King (1982),King|M.|1982|King (1982),,,,King|M.|1976|King (1983),King|M.|1976|King (1983),,,,
Reptilia,Squamata,Gekkonidae,Gehyra,nana,Data,44,44,,,, ,GSD,,,,,NV,,Moritz|C.|1990|Moritz (1990)|C.|1986|Moritz|C.|1990|Moritz (1990) (1986),Moritz|C.|1990|Moritz (1990)|C.|1986|Moritz|C.|1990|Moritz (1990) (1986),,,,,Moritz|C.|1990|Moritz (1990) (1990),,,,
Reptilia,Squamata,Gekkonidae,Gehyra,purpurascens,Data,40,40,,,, ,GSD,,,,,NV,,King|M.|1984|King (1984),King|M.|1984|King (1984),,,,,Moritz|C.|1990|Moritz (1990) (1990),,,,
Reptilia,Squamata,Gekkonidae,Gekko,gekko,Data,38,38,,,,XY,male heterogametic,,,,,NV,,Wu|G.|1984|Wu & Zhao (1984),Wu|G.|1984|Wu & Zhao (1984),,,,Moritz|C.|1990|Moritz (1990) (1990),Moritz|C.|1990|Moritz (1990) (1990),,,,
Reptilia,Squamata,Gekkonidae,Gekko,japonicus,Data,38,38,,,,XY,male heterogametic,,TSD,Yes,,NV,,Chen|J.|1986|Chen et a. (1986) ex Olmo (2005),Chen|J.|1986|Chen et a. (1986) ex Olmo (2005),,,,Yoshida|M.C.|1974|Yoshida and Msahiro (1974) ex Moritz (1990),Yoshida|M.C.|1974|Yoshida and Msahiro (1974) ex Moritz (1990),,,,
Reptilia,Squamata,Gekkonidae,Gonatodes,ceciliae,Data,22,22,,,,XY,male heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,McBee|K.|1987| McBee et al. (1987),McBee|K.|1987| McBee et al. (1987),,,,
Reptilia,Squamata,Gekkonidae,Gonatodes,vittatus,Data,32,32,,,,,GSD,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,,McBee|K.|1987| McBee et al. (1987),,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,Data,42,42,,,,,GSD,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,,McBee|K.|1987| McBee et al. (1987),,,,
Reptilia,Squamata,Gekkonidae,Hemidactylus,vietnamensis,Data,60,60,,3n,,ZW,female heterogametic,,,,,NV,3N,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Moritz|C.|1990|Moritz (1990),Moritz|C.|1990|Moritz (1990),,,,
Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Moritz|C.|1990|Moritz (1990)|C.|1983|Moritz|C.|1990|Moritz (1990) (1983),Moritz|C.|1990|Moritz (1990)|C.|1983|Moritz|C.|1990|Moritz (1990) (1983),,,,Moritz|C.|1990|Moritz (1990),Moritz|C.|1990|Moritz (1990),,,,
Reptilia,Squamata,Gekkonidae,Lepidodactylus,lugubris,Data,44,44,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Volobouev|V.|1988| Volobouev & Pasteur (1988),Volobouev|V.|1988| Volobouev & Pasteur (1988),,,,
Reptilia,Squamata,Gekkonidae,Phelsuma,abbotti,Data,36,36,,,,,,,TSD,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,,,,Viets|B.E.|1994|Viets et al. (1994)  ,,
Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,Data,36,36,,,, ,GSD,,,,,NV,Tentative classification.,de Smet|W.H.O.|1981|de Smet (1981),de Smet|W.H.O.|1981|de Smet (1981),,,,,Viets|B.E.|1994|Viets et al. (1994),,,,
Reptilia,Squamata,Gekkonidae,Phelsuma,dubia,Data,36,36,,,,,,,TSD,,,NV,Equivocal classification.,Aprea|G.|1996|Aprea et al. (1996),Aprea|G.|1996|Aprea et al. (1996),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Data,,,,,,,,,TSD,,,NV,Tentative results due to extremely small sample sizes and/or insufficient temperature treatments.,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,Data,,,,,,,,,TSD,,,NV,Tentative classification: only (or nearly exclusively) females were produced at all temperatures employed.,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui guimbeaui,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994)  ,,
Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Data,,,,,,,,,TSD,,,NV,Questionable TSD classification,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994)  ,,
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,Data,36,36,,,,,,,TSD,,,NV,,Aprea|G.|1996|Aprea et al. (1996),Aprea|G.|1996|Aprea et al. (1996),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Phelsuma,lineata prusila,Data,,,,,,,,,TSD,,,NV,Questionable TSD classification,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994)  ,,
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis grandis,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994)  ,,
Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis madagascariensis,Data,36,36,,,,,,,TSD,,,NV,,Aprea|G.|1996|Aprea et al. (1996),Aprea|G.|1996|Aprea et al. (1996),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Phelsuma,ornata,Data,,,,,, ,GSD,,,,,NV,Tentative classification.,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,,,
Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,Data,,,,,, ,GSD,,,,,NV,Tentative classification.,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,,,
Reptilia,Squamata,Gekkonidae,Pllylodactylus,lanei,Data,,,,,,ZW,female heterogametic,,,,,NV,,,,,,,Moritz|C.|1990|Moritz (1990) (1990),Moritz|C.|1990|Moritz (1990) (1990),,,,
Reptilia,Squamata,Gekkonidae,Pllylodactylus,marmoratus,Data,,,,,,ZW,female heterogametic,,,,,NV,,,,,,,Moritz|C.|1990|Moritz (1990) (1990),Moritz|C.|1990|Moritz (1990) (1990),,,,
Reptilia,Squamata,Gekkonidae,Tarentola,angustimentali,Data,,,,,,,,,TSD,,,NV,Equivocal classification.,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Tarentola,annularis,Data,,,,,,,,,TSD,,,NV,Equivocal classification.,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Tarentola,boettgeri hierrensis,Data,,,,,,,,,TSD,,,NV,,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Tarentola,delalandii,Data,42,42,,,,,,,TSD,,,NV,Equivocal classification.,de Smet|W.H.O.|1981|de Smet (1981),de Smet|W.H.O.|1981|de Smet (1981),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Tarentola,gomerensis,Data,,,,,,,,,TSD,,,NV,Equivocal classification.,,,,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
Reptilia,Squamata,Gekkonidae,Tarentola,mauritanica,Data,42,42,,,,,,,TSD,,,NV,,Matthey|R.|1931|Matthey (1931),Matthey|R.|1931|Matthey (1931),,,,,,,Viets|B.E.|1994|Viets et al. (1994),,
